iter	Logloss
154	0.4301236378
155	0.4293046989
156	0.4287204757
157	0.4280415198
158	0.4274316541
159	0.4268222029
160	0.4262269851
161	0.4256569211
162	0.4248202562
163	0.4242974876
164	0.4235899613
165	0.4231643435
166	0.4222388307
167	0.4213174936
168	0.4207130968
169	0.4200378485
170	0.4193893002
171	0.4185635384
172	0.4179664422
173	0.4173234014
174	0.4166153624
175	0.4158875253
176	0.4151575857
177	0.4147592725
178	0.4140593916
179	0.413385547
180	0.4126021455
181	0.4118399832
182	0.4112192079
183	0.410674549
184	0.4101280463
185	0.4095124008
186	0.4088232614
187	0.4083141804
188	0.4077912835
189	0.4072826625
190	0.4066949401
191	0.4062985537
192	0.4058885612
193	0.4054205018
194	0.4048468785
195	0.4044048228
196	0.4040491712
197	0.4034668478
198	0.4029833858
199	0.4024666267
200	0.4019464529
201	0.4015717863
202	0.4011016453
203	0.4007878398
204	0.400143817
205	0.3995407318
206	0.3988696989
207	0.3983129528
208	0.397815114
209	0.3969550847
210	0.3960024802
211	0.3955278195
212	0.3950122503
213	0.3944279152
214	0.3941022895
215	0.3933204142
216	0.3927574118
217	0.3920892126
218	0.3915652311
219	0.3911395652
220	0.390600796
221	0.3900987457
222	0.3897068422
223	0.3890863109
224	0.388674405
225	0.3881221509
226	0.3876955597
227	0.3874051653
228	0.3868702878
229	0.3864521354
230	0.3860999828
231	0.3856345393
232	0.3851823744
233	0.3848095224
234	0.3844765078
235	0.3841564818
236	0.3836770921
237	0.3832121603
238	0.3826828628
239	0.3822540319
240	0.3818294863
241	0.3812242395
242	0.381010662
243	0.3805088713
244	0.3801346553
245	0.3797361213
246	0.3792678328
247	0.3788978983
248	0.3785290128
249	0.3781939634
250	0.3775243646
251	0.3771697559
252	0.3769164048
253	0.3764591814
254	0.3759726357
255	0.375617204
256	0.3751752247
257	0.3743746857
258	0.3740612593
259	0.3734003152
260	0.3729180282
261	0.3725541886
262	0.37208815
263	0.3718143702
264	0.3713823237
265	0.3710652046
266	0.3706888169
267	0.3702527043
268	0.369839182
269	0.3692317742
270	0.3687303604
271	0.3683777666
272	0.3679078805
273	0.3675429739
274	0.3672704052
275	0.366874963
276	0.3663072832
277	0.3659655247
278	0.3655332541
279	0.3652569015
280	0.364818407
281	0.3645783422
282	0.3640796331
283	0.3636926049
284	0.3630380972
285	0.3627652935
286	0.3622827495
287	0.3618675978
288	0.3614876652
289	0.3612554936
290	0.3609386034
291	0.360696928
292	0.3602706845
293	0.359895847
294	0.3595136223
295	0.3590922981
296	0.3588332736
297	0.3583025322
298	0.3581475294
299	0.3576213015
300	0.3574513478
301	0.3570574859
302	0.3566491443
303	0.3562750738
304	0.3558068042
305	0.3553430392
306	0.3548834067
307	0.3546311142
308	0.3543111857
309	0.3540841513
310	0.3537843584
311	0.3534140413
312	0.3531021398
313	0.3527313612
314	0.3523359045
315	0.3521248234
316	0.3518050502
317	0.3515519303
318	0.3511692327
319	0.3510052707
320	0.3506726044
321	0.3503687838
322	0.3499790537
323	0.349609765
324	0.3493638622
325	0.3488736572
326	0.348533915
327	0.3481384274
328	0.3478890506
329	0.3475942194
330	0.3472576341
331	0.3468389384
332	0.3465573919
333	0.3463272321
334	0.3459513023
335	0.3452591637
336	0.344820596
337	0.344463767
338	0.3441900825
339	0.3439746646
340	0.3436277672
341	0.3433658927
342	0.3429840067
343	0.3427264687
344	0.3423971831
345	0.3421640767
346	0.3418121489
347	0.3414499689
348	0.3411113105
349	0.3409275178
350	0.3405247734
351	0.3402673528
352	0.3399864386
353	0.3397432691
354	0.3393022659
355	0.338823282
356	0.3385087072
357	0.3381605502
358	0.3379045351
359	0.3375519552
360	0.337223503
361	0.3369499692
362	0.3365933396
363	0.336494648
364	0.3361434599
365	0.3358856788
366	0.335523884
367	0.3351144678
368	0.3346153104
369	0.3344967351
370	0.3340631981
371	0.3339183566
372	0.3335330325
373	0.3332811693
374	0.332833312
375	0.3324500062
376	0.332115694
377	0.3318194836
378	0.3314955683
379	0.3307887063
380	0.3303819651
381	0.3301802958
382	0.3298445106
383	0.3295409104
384	0.3294352206
385	0.3292030558
386	0.3289587621
387	0.3286676245
388	0.3284303315
389	0.3282218189
390	0.3279276784
391	0.327665478
392	0.3274210555
393	0.3270771649
394	0.3268261364
395	0.3267016813
396	0.3263019449
397	0.3261816613
398	0.3259537273
399	0.3256901658
400	0.3253868362
401	0.3253232488
402	0.3250172962
403	0.3247885519
404	0.3245540245
405	0.3242078756
406	0.3240465315
407	0.3238763355
408	0.3235407667
409	0.3232434935
410	0.3230465254
411	0.3227975738
412	0.32245298
413	0.3222293148
414	0.3218490279
415	0.3214977707
416	0.3210966227
417	0.3208575121
418	0.3204740015
419	0.3201168671
420	0.3197334438
421	0.3194217021
422	0.3190833133
423	0.3188738778
424	0.31861603
425	0.3183326617
426	0.3180359187
427	0.317750002
428	0.3176079042
429	0.3174940559
430	0.3172620413
431	0.3169442138
432	0.3168003106
433	0.3163985998
434	0.3161518491
435	0.3158263488
436	0.3155354464
437	0.3152312815
438	0.3149849512
439	0.3147119478
440	0.3146082131
441	0.3143305136
442	0.3141961665
443	0.3140070803
444	0.3137558027
445	0.3136373234
446	0.3134829918
447	0.3132599229
448	0.3129888148
449	0.3126791188
450	0.3123545444
451	0.3118936344
452	0.3116327096
453	0.3113701589
454	0.3111187856
455	0.3108017718
456	0.310511201
457	0.3103823511
458	0.3101376363
459	0.3100489996
460	0.3097460423
461	0.3094544955
462	0.3091148839
463	0.3088467778
464	0.308451694
465	0.3082367962
466	0.3079343205
467	0.3077710327
468	0.3076501733
469	0.3072272362
470	0.307060902
471	0.3068578572
472	0.3066044687
473	0.306343926
474	0.3061171465
475	0.3058741946
476	0.3056207926
477	0.3053411134
478	0.3050667474
479	0.3049100603
480	0.3045651955
481	0.3043673515
482	0.3040527717
483	0.3038647769
484	0.3036329605
485	0.3035443589
486	0.303307635
487	0.3029495661
488	0.3027596768
489	0.3024658852
490	0.3023584791
491	0.3023106449
492	0.3021954347
493	0.3020054137
494	0.3018792076
495	0.3017493171
496	0.301399841
497	0.3012269345
498	0.3009875857
499	0.3006857688
500	0.3006000781
501	0.3003707796
502	0.300211567
503	0.2999234959
504	0.2996945014
505	0.299450149
506	0.2991492298
507	0.2987172405
508	0.298544213
509	0.2983354236
510	0.2980949346
511	0.2975371835
512	0.2973377387
513	0.2971009382
514	0.29694338
515	0.2967956479
516	0.2965708684
517	0.2963005461
518	0.2961714147
519	0.2959223706
520	0.2957466916
521	0.2955557554
522	0.2952919625
523	0.2950807301
524	0.2949222094
525	0.2946450341
526	0.2944295597
527	0.2940653466
528	0.2936827649
529	0.2934398988
530	0.2932136575
531	0.293151208
532	0.2928967842
533	0.2925896204
534	0.2923240867
535	0.2921818433
536	0.2920627371
537	0.2917901114
538	0.2916198996
539	0.2912405355
540	0.2909891027
541	0.2907528862
542	0.2902588221
543	0.2900268474
544	0.2895313556
545	0.2892315907
546	0.2889152456
547	0.288689802
548	0.2884663811
549	0.2883577693
550	0.2882214668
551	0.2878863691
552	0.2877181368
553	0.2875314472
554	0.2874195373
555	0.2871864397
556	0.2870248154
557	0.2868412867
558	0.2867288679
559	0.2863585498
560	0.2861061567
561	0.2858449227
562	0.2855075763
563	0.2853421441
564	0.2850039668
565	0.2849118101
566	0.2848261408
567	0.2845419167
568	0.2842771102
569	0.2840149597
570	0.2837618897
571	0.2835525502
572	0.2833020999
573	0.2831877392
574	0.2830242863
575	0.2827937599
576	0.2826311193
577	0.2823961812
578	0.2822320963
579	0.2820815894
580	0.2819332926
581	0.2818041448
582	0.2816927051
583	0.2816769901
584	0.2814784888
585	0.2813104561
586	0.2811624833
587	0.2809326483
588	0.2807177679
589	0.280457721
590	0.2802148368
591	0.2799591183
592	0.2797158776
593	0.2795739572
594	0.2794338083
595	0.2793150622
596	0.2791503595
597	0.2789707248
598	0.2787192645
599	0.2785451585
600	0.2782365878
601	0.2780682727
602	0.2779670525
603	0.2778258627
604	0.2775912593
605	0.2774071044
606	0.2771045499
607	0.2769133683
608	0.2767370881
609	0.2765353861
610	0.2763596645
611	0.276226639
612	0.2758657595
613	0.2756585392
614	0.2755249747
615	0.2754123594
616	0.2752956286
617	0.2750957221
618	0.2749174672
619	0.2748100452
620	0.2746410546
621	0.2742785695
622	0.2742030636
623	0.2740307809
624	0.2738789599
625	0.2736833269
626	0.2734467273
627	0.2732970231
628	0.2730475425
629	0.2728836707
630	0.2726405177
631	0.2722831493
632	0.271971651
633	0.27177805
634	0.2713759187
635	0.2711536287
636	0.2708355207
637	0.2704646932
638	0.270031616
639	0.2698372471
640	0.2696812517
641	0.2693877453
642	0.2690869155
643	0.2689752204
644	0.2686463052
645	0.2684755339
646	0.2683732626
647	0.26818226
648	0.2679455718
649	0.2677386476
650	0.2676213041
651	0.267496388
652	0.2670742819
653	0.2669347093
654	0.2667674814
655	0.2664307547
656	0.2662118978
657	0.2661050909
658	0.2659218965
659	0.2656547433
660	0.2654244787
661	0.2652416359
662	0.2650509829
663	0.2648126218
664	0.2646449586
665	0.2645109312
666	0.2642950639
667	0.2641164551
668	0.2639154176
669	0.2638303098
670	0.2634492883
671	0.2633056896
672	0.2630429669
673	0.2628484772
674	0.2626431513
675	0.262357621
676	0.2621162997
677	0.2620383865
678	0.2618393034
679	0.2616765768
680	0.2614868672
681	0.2612950053
682	0.2612030373
683	0.2610439252
684	0.260856811
685	0.2606906283
686	0.260452692
687	0.2602662162
688	0.2601283017
689	0.260044144
690	0.2597791498
691	0.259528264
692	0.2593815284
693	0.2591640128
694	0.258970981
695	0.2587388239
696	0.2586563034
697	0.2584582713
698	0.258249919
699	0.2580253106
700	0.2576113145
701	0.2574312695
702	0.2572350021
703	0.2570845211
704	0.2568794372
705	0.2567360799
706	0.2566524761
707	0.2564391204
708	0.2562737745
709	0.2560487453
710	0.2559556503
711	0.2558067175
712	0.2556733308
713	0.2554928305
714	0.2552891115
715	0.255128846
716	0.2548219996
717	0.2545149043
718	0.2544171792
719	0.2541443862
720	0.2537212785
721	0.2534940732
722	0.2533269429
723	0.2529847798
724	0.2528370928
725	0.252672537
726	0.2523242055
727	0.2518285799
728	0.2517471671
729	0.2516474965
730	0.2512709244
731	0.2510838017
732	0.2509673223
733	0.2508677954
734	0.2506809654
735	0.2504965444
736	0.2502748802
737	0.2501159063
738	0.2499123828
739	0.249678382
740	0.2494898088
741	0.2493765539
742	0.2492312429
743	0.2490848358
744	0.2489369281
745	0.248819739
746	0.248629707
747	0.2485243681
748	0.2484339981
749	0.2482553556
750	0.247930509
751	0.2477300603
752	0.2473487745
753	0.2470763118
754	0.246684231
755	0.2465542489
756	0.2464158803
757	0.2462088103
758	0.2459922376
759	0.2458536056
760	0.2456585022
761	0.2455671231
762	0.245404129
763	0.2452373405
764	0.2451304228
765	0.2449686069
766	0.2447585255
767	0.2446999906
768	0.2444851886
769	0.2441972524
770	0.2439474167
771	0.2437988829
772	0.2435067986
773	0.2433009296
774	0.2432875512
775	0.242993861
776	0.2428258685
777	0.2427609716
778	0.2426120842
779	0.2423374985
780	0.2420240924
781	0.2418508213
782	0.2416016304
783	0.2415242552
784	0.2414039558
785	0.2412243889
786	0.2410299132
787	0.2409455449
788	0.2408907058
789	0.2405957323
790	0.2403898932
791	0.2402086512
792	0.2399342856
793	0.2398478042
794	0.2396908709
795	0.2395992087
796	0.2393536232
797	0.2392039446
798	0.2389084864
799	0.238775505
800	0.2386199617
801	0.2385343888
802	0.2384243279
803	0.2383034451
804	0.238162075
805	0.2377691538
806	0.2376653905
807	0.2375959573
808	0.2374627747
809	0.2373356641
810	0.2372337314
811	0.2371442429
812	0.2370455061
813	0.2369170024
814	0.2367230471
815	0.2365190246
816	0.236267618
817	0.236144291
818	0.2360195628
819	0.2357345464
820	0.2356469494
821	0.2355569322
822	0.2355292631
823	0.2354303402
824	0.2351763144
825	0.2349359644
826	0.2347943967
827	0.234676755
828	0.2344640793
829	0.2343002851
830	0.2342444747
831	0.2340235621
832	0.2338220316
833	0.2336515505
834	0.2335011491
835	0.2332901472
836	0.2331663072
837	0.233037251
838	0.2328446133
839	0.2327003899
840	0.2325111194
841	0.2324082769
842	0.2323086313
843	0.2321163771
844	0.2318883546
845	0.2316908373
846	0.2316343694
847	0.2315240884
848	0.2312684308
849	0.2310412844
850	0.2308652032
851	0.2308154429
852	0.2306837082
853	0.2305735494
854	0.2304718945
855	0.2303608511
856	0.2302850559
857	0.2301297651
858	0.2298271697
859	0.2296520638
860	0.2295298527
861	0.2294441071
862	0.2293899834
863	0.2292369745
864	0.2290155556
865	0.2289199658
866	0.22867262
867	0.2285245612
868	0.2284155722
869	0.2282409053
870	0.2281741336
871	0.228116283
872	0.2280057572
873	0.2278521526
874	0.2274996241
875	0.2273522221
876	0.2271934067
877	0.2270242725
878	0.2268440043
879	0.2264673561
880	0.2261830476
881	0.2259028163
882	0.2257835206
883	0.2255840832
884	0.2254385079
885	0.2252769545
886	0.2250122906
887	0.2249610067
888	0.2248564802
889	0.2247803592
890	0.2246872836
891	0.224563537
892	0.2243475308
893	0.2242602957
894	0.2241321631
895	0.2240422844
896	0.223961565
897	0.2236539021
898	0.2234921129
899	0.2234182563
900	0.2231897865
901	0.2231466793
902	0.2229028828
903	0.2227285018
904	0.22241029
905	0.2223205958
906	0.2221153428
907	0.2219445598
908	0.2218317143
909	0.2215911432
910	0.2214378586
911	0.2211127897
912	0.2210238013
913	0.2208286323
914	0.2207014131
915	0.2206792743
916	0.2205343909
917	0.2203912361
918	0.2202971971
919	0.2201482674
920	0.2200002765
921	0.2198703113
922	0.2197922884
923	0.2196840735
924	0.2195101079
925	0.2194048697
926	0.2192800616
927	0.2191356175
928	0.2190309669
929	0.2189557514
930	0.2188409959
931	0.2187118509
932	0.2185452598
933	0.2183721368
934	0.2182453427
935	0.2180670148
936	0.2177855086
937	0.2175554995
938	0.2172762425
939	0.2171398547
940	0.216981277
941	0.2169422782
942	0.2168339079
943	0.2167139301
944	0.2165486412
945	0.216240133
946	0.2161271038
947	0.2159896652
948	0.2159456227
949	0.215919384
950	0.2157625201
951	0.215748952
952	0.2155587592
953	0.2153994402
954	0.2151774567
955	0.2148956171
956	0.2146512772
957	0.2144860581
958	0.2143817225
959	0.2143428911
960	0.2141426212
961	0.2139964563
962	0.2138533039
963	0.2136877288
964	0.2134795679
965	0.2133990834
966	0.2132444717
967	0.2130782335
968	0.2128999648
969	0.212815255
970	0.2125664649
971	0.2123791901
972	0.2121891956
973	0.2121098544
974	0.2119973381
975	0.2117391859
976	0.2117019261
977	0.2116089429
978	0.2115716279
979	0.2114209747
980	0.2113792614
981	0.2113013027
982	0.2110773136
983	0.2108699414
984	0.2107651934
985	0.2106956216
986	0.2105054445
987	0.2104418552
988	0.2103067901
989	0.2102563455
990	0.2101968852
991	0.2099988039
992	0.2099051033
993	0.209778408
994	0.209649125
995	0.2095520229
996	0.2095322773
997	0.2094756761
998	0.2094199517
999	0.209261939
